time: 2000000000
333 17 993933 5282 714 67 4 1
333 18 995825 3836 322 18
333 19 993018 6067 814 94 8
333 20 996549 3182 256 14
334 1 970854 3838 2536 2348 2172 1846 1606 1365 1264 1146 986 915 790 712 603 562 554 449 376 359 359 294 294 316 302 263 257 240 176 137 108 88 110 104 113 122 94 74 41 42 39 35 18 20 16 11 5 8 11 13 14 19 18 17 15 15 14 28 21 22 15 10 13 9 5 16 27 32 36 31 22 20 17 18 21 14 13 8 17 8 5 7 3 4 7 18 11 7 7 5 2 6 5 8 0 4 0 4 4 14 11 13 17 11 12 7 5 4 3 7 15 9 12 16 16 18 14 16 13 18 10 11 20 23 29 10 12 2
334 2 990601 3103 467 238 204 127 126 207 202 201 191 78 35 72 77 53 42 54 52 59 61 43 65 48 39 43 64 32 70 52 52 44 40 23 69 57 46 32 25 15 28 19 15 25 41 13 12 21 15 11 6 9 6 9 10 15 23 23 7 10 6 5 11 8 14 16 24 11 12 12 1 11 8 9 11 15 22 22 11 9 13 9 14 10 10 8 12 11 16 23 15 11 7 9 5 8 16 17 27 19 9 10 13 12 5 7 10 26 23 10 14 9 4 17 13 4 2 6 12 7 8 6 12 5 12 13 6 13 7 13 6 15 9 13 8 13 10 9 8 5 16 7 15 8 30 12 8 14 12 6 14 8 17 10 13 14 16 7 15 28 22 19 15 2 8 12 18 16 18 21 24 30 11 13 17 16 16 16 25 19 31 33 18 10 12 27 25 21 25 18 21 24 24 22 20 23 30 41 28 40 15 27 53 46 48 53 28 80 94 96 29 2
334 3 995593 2719 469 145 39 18 19 41 25 39 47 38 25 43 53 39 42 57 67 54 26 29 12 17 11 5 7 12 17 9 6 12 14 8 10 7 21 12 5 10 14 17 12 29 8 18 23 25 18 6 8 0 1
334 4 981235 5068 1237 571 462 390 353 344 305 357 317 278 183 65 81 51 45 57 50 76 84 72 79 118 117 111 86 104 45 63 72 59 31 43 32 64 68 59 93 66 77 89 74 107 61 64 66 70 92 48 47 89 94 76 71 46 92 211 222 161 110 71 77 58 72 59 47 65 56 83 109 110 113 132 167 172 185 169 71 20 30 19 4 8 10 2 6 9 2 8 5 5 3 6 6 5 3 3 2 3 4 5 4 4 6 3 4 2 3 4 5 7 2 3 5 2 2 5 3 5 5 3 5 4 5 4 2 8 2 5 2 5 3 8 4 2 6 2 4 4 4 3 5 5 3 5 5 3 7 2 3 3 4 4 3 4 4 5 3 4 4 6 5 2 5 2 7 3 4 2 8 2 5 2 7 3 4 7 1 7 2 6 3 4 7 3 3 7 0 5 8 2 5 3 3 7 1 5 6 4 4 4 4 3 2 8 3 6 3 8 4 4 2 4 5 6 3 3 2 9 6 7 3 8 3 5 1 10 3 5 3 5 4 5 3 3 4 5 5 5 3 6 5 5 2 4 6 4 5 5 1 11 0 1 4 8 5 5 7 3 7 7 1 6 2 6 5 5 2 5 6 3 5 4 1 5 9 5 0 9 6 3 6 4 2 3 3 4 7 1 7 7 4 2 6 4 3 7 7 5 4 7 5 5 3 7 4 6 2 5 5 5 5 4 7 6 3 6 5 2 6 1 7 4 6 7 3 4 4 2 4 6 6 5 4 6 8 4 4 10 1 4 2 6 8 5 6 2 6 5 5 4 6 4 5 2 6 8 3 1 7 4 0 10 4 4 5 4 7 4 9 4 8 8 6 5 1 7 5 4 6 8 7 2 4 8 5 4 10 4 4 8 1 4 5 6 10 1 5 5 4 7 8 5 9 10 6 5 6 10 2 6 2 4 6 4 6 5 4 9 3 10 3 4 8 4 3 7 3 6 2 9 2 4 10 7 10 4 8 5 4 8 6 5 5 6 6 6 3 7 3 7 8 4 4 4 3 5 9 4 3 8 4 5 7 9 8 9 8 7 3 6 6 10 7 5 1 5 3 6 5 7 7 3 6 3 4 9 10 4 6 6 7 2 7 13 6 7 7 2 10 9 5 5 8 7 8 6 11 3 7 13 5 6 3 13 11 14 7 8 8 13 6 10 11 7 3 12 13 7 8 11 1 12 9 9 9 9 3 7 8 12 7 6 5 14 11 6 7 12 11 9 5 10 5 8 9 15 13 5 8 9 9 12 6 16 23 21 22 15 32 23 14 20 19 23 20 24 22 26 26 17 27 10 23 39 34 28 32 19 3
334 5 986097 6114 1172 330 255 187 121 90 57 63 70 76 81 86 100 83 61 65 57 54 54 71 84 75 63 51 44 57 45 42 43 50 45 49 63 72 42 40 52 46 40 44 63 59 51 40 56 51 44 46 47 37 30 37 38 49 34 24 35 39 34 47 46 36 36 35 32 41 34 38 52 26 41 41 31 30 32 45 49 56 30 28 27 24 36 29 23 33 21 23 23 39 43 29 21 29 38 26 28 22 21 23 31 31 24 21 19 20 23 21 15 27 18 13 7 23 23 20 19 32 30 28 19 22 31 46 64 77 79 74 89 123 107 95 50 48 46 17
334 6 938115 9269 5843 4764 4056 3433 3054 2642 2428 2189 2059 1909 1683 1495 1228 1072 907 866 878 794 690 648 618 577 496 461 419 413 371 338 279 260 213 175 178 142 121 104 96 113 108 87 102 85 78 65 54 51 42 45 32 49 49 40 31 36 31 38 42 70 50 31 41 54 67 44 49 39 29 27 31 48 54 41 38 43 57 48 39 44 22 25 26 29 22 20 31 17 14 21 32 32 22 31 20 19 28 39 25 10 25 13 20 31 30 29 39 29 25 29 12 27 39 33 22 29 18 20 19 28 37 37 38 37 28 41 19 41 45 47 55 59 76 78 37 16 10 10 10 9 6 4 4 16 20 21 17 11 13 30 23 19 34 23 39 26 46 40 46 21 6 10 8 4 9 12 6 12 16 20 27 15 15 7 6 5 10 15 8 7 5 15 17 23 22 16 25 18 11 6 7 6 8 3 3 2
334 7 987455 6525 1555 684 432 209 141 107 113 125 106 89 121 114 108 148 108 77 82 90 95 63 64 47 77 92 84 121 109 136 150 140 102 67 35 13 30 12 12 23 25 14 16 22 28 6 12 13 4
334 8 987097 6739 1326 341 250 190 200 227 272 295 286 301 257 218 172 88 58 54 46 95 67 71 65 76 77 61 43 59 31 61 34 32 43 41 26 29 15 35 29 43 26 24 26 41 41 43 34 54 37 32 59 54 43 34 3
334 9 992964 4637 854 219 109 99 90 96 73 51 63 47 8 5 12 11 9 7 9 17 9 5 16 8 13 20 10 9 10 13 20 9 12 14 8 12 15 11 4 9 23 14 11 12 11 31 25 13 9 14 32 24 17 18 34 24 34 31 16 1
334 10 981287 4236 1429 695 615 617 619 592 473 322 275 194 149 167 130 116 189 174 205 142 164 156 199 208 154 147 110 84 92 77 86 93 79 78 76 73 75 125 105 77 101 105 90 110 120 174 242 346 348 190 107 117 72 102 107 146 268 200 75 45 67 64 42 80 75 59 47 57 100 134 125 74 9 5 12 16 4 8 3 11 10 11 3 5 6 10 10 15 5 3 9 2 8 10 8 4 10 10 10 11 11 3 9 9 11 2 10 9 8 5 10 11 9 4 8 11 11 3 8 13 14 12 11 5 7 12 7 4 3 8 19 10 8 12 6 5 12 9 6 16 10 11 10 12 7 5 4 14 8 6 15 12 13 8 8 4 15 12 12 13 12 15 11 7 2 13 9 14 10 11 20 7 11 10 11 10 12 17 15 11 16 9 2 7 14 16 18 10 13 12 3 2
334 11 998316 1507 170 8
334 12 987676 5161 1296 420 287 210 209 251 252 234 170 131 126 128 182 198 215 166 65 144 120 146 138 149 156 221 218 33 14 24 13 15 15 18 12 14 11 7 14 11 20 13 12 12 12 10 16 15 12 17 8 11 11 11 21 13 3 5 6 14 13 4 7 14 9 11 8 6 5 12 10 8 6 7 18 10 12 5 8 7 11 13 6 7 3 9 11 7 9 8 9 3 6 13 14 10 7 10 8 8 17 7 8 11 14 18 11 11 14 4 10 23 14 9 16 31 30 15 28 63 39 45 62 35 2
334 13 978769 5918 1408 364 211 175 215 211 251 240 254 161 125 103 115 107 90 62 106 72 77 120 150 144 145 100 61 56 101 101 52 91 85 70 65 68 64 68 42 65 76 59 104 63 49 53 44 65 52 35 41 55 65 63 37 38 75 136 154 133 120 214 210 200 165 106 62 98 111 99 135 81 100 111 79 54 72 64 60 23 8 16 28 16 15 19 11 14 19 15 15 6 23 19 14 19 13 11 12 18 16 19 15 17 14 10 20 15 11 7 8 11 21 20 11 18 19 17 22 11 11 18 11 16 11 15 21 19 15 8 16 22 11 17 13 18 25 26 23 13 19 17 18 13 18 15 23 34 22 7 6 22 24 12 20 23 17 20 35 16 12 21 7 15 5 25 19 32 25 17 13 18 16 14 22 30 17 10 31 20 12 11 15 5 21 25 32 18 11 12 18 19 22 27 14 10 20 26 17 37 23 18 6 17 24 26 30 4 26 29 19 19 22 30 25 23 24 32 22 25 23 17 21 43 29 16 14 25 34 33 13 14 21 35 34 33 31 40 23 19 48 33 37 37 33 42 25 39 35 30 39 49 68 49 64 60 24 56 69 139 149 111 26 6 7 6 4 5 2 2 2 8 3 11 2 7 8 6 4 3 8 8 4 5 1 7 7 2 8 7 5 9 3 2 4 8 8 6 8 6 1 2 7 5 6 4 11 6 9 5 5 3 4 3 4 6 4 3 5 5 7 5 5 10 7 7 4 9 3 4 7 4 6 2 2 4 6 3 10 14 5 6 10 8 8 0 9 8 5 6 5 5 6 2 9 10 9 6 10 12 5 5 8 8 2 2 8 5 6 4 9 7 8 7 12 8 7 3 4 14 10 7 8 4 5 3 5 10 10 6 7 8 4 6 10 8 7 5 4 6 9 6 15 12 0 4 9 7 4 8 8 4 7 4 4 9 11 9 11 6 9 4 8 6 15 9 4 10 13 12 15 14 9 10 6 13 8 4 7 13 11 13 9 8 12 9 11 2 2 11 7 12 21 6 6 12 6 6 7 9 6 11 12 11 15 6 10 14 7 4 1 8 11 10 4 1
334 14 992024 4039 386 81 43 46 46 46 30 36 50 53 47 26 40 52 100 107 173 159 197 261 275 173 95 50 58 40 19 45 53 28 19 12 20 36 56 48 22 12 25 79 57 35 35 66 119 100 52 43 33 21 12 5 1 5 8 12 10 10 2 16 20 8 5 5 13 15 22 5 27 24 8
334 15 996454 1617 223 129 111 140 147 55 12 6 3 10 9 5 5 11 9 8 9 9 7 8 4 6 7 10 11 6 6 13 9 6 12 5 1 6 6 11 8 6 7 15 13 10 8 6 5 3 8 6 4 3 7 10 5 9 14 10 10 5 4 9 4 3 9 13 18 13 4 2 4 8 5 7 10 3 6 12 6 7 17 9 3 9 4 2 10 13 6 9 10 13 12 3 5 5 12 12 7 4 5 4 17 12 12 9 8 3 2 6 7 10 9 9 16 6 3 11 12 9 8 9 3 3 9 12 11 7 12 12 11 4 9 9 11 21 7 9 13 11 12 5 13 14 1 5
334 16 986951 5442 556 119 108 100 140 98 120 128 156 134 85 49 43 39 45 43 49 68 69 61 48 55 63 74 69 75 64 61 66 86 55 67 58 55 68 84 66 85 72 103 120 61 21 22 20 20 16 24 12 30 24 16 27 18 10 19 23 34 28 26 19 8 26 26 25 34 25 16 19 20 34 33 26 11 20 34 24 33 27 12 37 45 21 17 16 32 58 29 20 47 44 36 77 100 94 50 18 9 11 7 5 11 10 9 9 13 22 6 10 9 7 13 13 9 9 20 5 9 12 12 5 8 9 9 7 7 15 11 11 11 9 10 12 11 9 11 8 11 14 9 10 8 7 5 4 8 6 7 7 9 5 3 7 7 8 7 6 8 9 1 2 4 9 2 6 7 5 7 10 10 6 5 5 6 8 5 9 8 1 1 2 10 5 6 5 10 10 4 4 6 7 11 13 9 2 1 5 2 5 4 5 7 10 14 4 10 4 5 7 11 9 6 5 4 2 6 6 5 6 7 5 10 2 6 9 7 11 11 7 4 2 3 4 0 5 7 7 10 2 8 8 6 5 10 8 4 11 6 5 4 4 3 1 6 6 14 6 5 8 10 6 10 8 5 5 9 3 4 2 3 4 4 4 7 9 7 4 8 10 7 7 5 11 10 2 5 6 1 4 5 6 5 6 9 10 5 13 10 8 8 5 4 6 4 4 6 2 21 15 5 13 13 12 7 4 9 21 30 18 7 6 9 16 22 28 13 6 4 7 30 39 13 2 22 58 67 28 29 44 23 21 24 9 31 8 18 10 2 1
334 17 990057 8267 1415 192 51 14 5
334 18 995728 3940 318 15
334 19 997364 2459 167 11
334 20 994580 4931 458 31 1
335 1 992112 2288 393 140 93 51 46 46 48 62 40 52 40 36 21 21 21 16 16 21 21 23 23 12 14 16 4 6 4 4 3 4 2 4 4 6 6 3 5 2 3 7 2 1 5 3 0 8 6 5 4 1 6 2 5 3 7 3 6 0 5 1 6 5 4 4 5 2 4 3 5 6 5 4 3 4 2 2 3 4 5 3 5 3 4 4 2 5 1 3 0 4 7 3 4 4 5 2 2 6 3 5 5 2 4 2 3 2 6 5 5 5 1 5 2 3 5 7 1 3 6 5 2 4 3 5 2 1 9 6 0 3 8 3 3 0 3 5 2 3 3 6 1 2 5 2 9 2 5 2 3 5 1 2 4 4 3 5 3 4 5 6 3 2 4 2 4 1 7 1 5 6 2 6 2 3 8 2 6 1 5 4 5 3 2 7 1 2 6 1 5 2 2 6 4 5 2 5 2 6 2 0 3 6 4 4 1 4 5 5 2 3 6 4 4 4 5 2 2 8 4 4 3 3 2 4 5 4 4 2 6 4 1 6 2 3 7 3 3 2 5 5 2 3 4 6 2 3 3 3 4 2 3 5 4 5 2 7 4 3 6 6 1 1 6 2 2 7 2 2 4 3 5 3 3 5 4 4 1 3 4 3 3 8 1 5 2 4 2 5 2 5 7 1 5 4 5 2 5 2 4 2 4 3 6 3 3 7 5 5 4 3 3 3 4 5 3 7 3 1 6 1 5 4 4 3 3 3 4 4 4 2 4 2 6 4 2 5 5 3 5 1 6 5 7 4 3 3 2 1 6 3 10 1 2 6 5 5 4 1 6 5 3 5 5 3 3 3 5 5 4 2 5 2 3 6 2 3 5 7 5 5 1 7 0 5 4 5 1 3 4 5 4 5 6 4 3 6 5 0 2 9 1 3 5 7 2 3 6 5 3 3 2 4 4 1 4 1 5 5 8 5 3 4 2 3 4 4 5 1 3 6 5 7 3 0 4 4 5 3 6 4 3 2 5 8 2 4 5 3 4 3 3 6 2 3 4 6 5 5 2 5 3 6 2 0 5 3 5 7 2 4 4 4 3 1 8 3 7 1 3 2 4 4 6 3 5 4 3 4 4 7 2 6 3 2 10 4 6 0 5 7 5 2 4 6 4 4 2 4 5 7 3 3 6 2 3 6 2 5 4 2 7 6 7 3 6 4 6 4 3 5 2 5 2 5 4 13 1 7 2 2 6 4 3 7 3 2 5 4 5 3 3 5 1 5 7 4 5 3 5 7 2 4 1 8 3 3 6 5 4 8 2 5 3 8 3 3 5 3 5 1 2 8 3 4 8 3 3 3 5 11 1 5 4 2 4 6 7 4 6 3 4 7 2 5 4 5 2 3 10 8 5 4 3 4 2 6 4 1 3 6 8 2 1 7 3 5 4 7 5 7 6 4 6 2 2 3 3 7 5 6 6 5 6 4 6 1 6 4 5 3 6 6 4 5 4 4 2 3 6 5 8 8 7 3 2 3 5 3 6 5 5 3 2 5 4 6 3 2 7 4 10 7 4 1 5 4 7 5 6 4 6 3 8 2 4 14 5 6 0 6 5 6 6 5 8 6 5 15 9 8 13 12 9 13 7 5 8 7 11 11 18 15 4 11 9 12 9 8 10 8 14 13 12 9 10 12 9 9 4 11 21 16 7 4 11 6 13 9 4 0 8 12 8 8 14 11 9 6 5 8 9 7 11 7 11 5 5 11 13 11 12 8 2 4 7 9 12 6 6 12 6 3 10 9 10 23 16 20 15 33 43 46 27 41 52 37 39 37 34 26 52 56 53 75 80 32 10
335 2 985913 5373 1505 743 494 308 235 125 89 79 104 81 75 61 53 87 94 90 147 220 137 75 55 59 76 69 93 158 216 146 65 20 31 24 15 23 17 15 29 19 14 16 21 11 22 27 22 24 22 12 20 15 7 13 39 39 14 8 13 27 24 26 23 23 19 27 34 32 35 40 19 15 9 5 10 11 5 6 7 4 6 4 13 10 6 9 8 9 4 9 8 7 10 15 6 2 9 7 10 8 6 10 9 6 11 7 16 9 7 8 11 3 8 2 13 10 14 11 6 10 6 14 13 10 11 12 12 9 8 2 8 10 14 15 9 8 13 9 12 12 13 12 9 11 14 10 11 8 3 14 17 14 21 22 31 26 25 14 22 33 27 35 38 25 22 34 38 29 32 39 37 30 38 38 36 62 57 53 67 73 93 161 84 1
335 3 988270 3770 614 267 225 145 90 31 43 69 57 51 45 46 53 47 52 44 34 57 51 48 64 77 53 51 57 89 55 59 58 74 70 70 39 10 17 25 13 2 1 2 3 3 4 3 3 3 3 3 3 2 3 4 4 0 3 2 0 3 5 1 5 3 2 4 2 6 3 6 2 1 1 1 3 5 2 3 2 3 3 4 2 5 3 2 3 1 4 2 1 3 2 1 3 5 4 1 2 4 3 3 3 0 4 2 3 5 2 1 3 2 5 2 2 4 3 6 2 1 4 4 2 2 5 2 5 3 1 2 2 3 3 5 3 2 5 1 3 3 1 3 1 4 4 2 5 4 3 1 4 0 3 5 2 4 3 3 2 5 3 7 3 2 1 5 3 3 6 3 1 3 1 3 2 2 5 5 3 2 3 2 2 2 5 3 5 3 1 4 4 3 5 3 5 2 3 5 3 3 2 2 6 3 2 5 3 5 1 3 5 6 1 3 2 2 5 2 1 4 2 3 3 3 1 5 2 3 3 2 3 4 1 4 5 7 2 5 3 3 4 2 1 4 2 4 1 4 0 4 3 5 3 1 1 6 1 5 4 3 4 3 3 3 1 2 4 5 2 2 4 3 2 2 6 6 7 1 1 4 4 2 3 2 2 4 4 3 5 5 6 6 3 4 4 1 2 1 3 4 3 5 4 4 3 4 5 4 3 5 7 2 6 4 2 1 4 2 4 3 3 5 5 2 5 4 3 5 5 0 4 3 7 1 3 4 1 4 5 1 5 6 6 1 5 5 2 4 4 2 0 5 5 2 4 3 7 3 6 2 6 1 3 5 4 3 5 2 1 2 5 5 5 2 4 3 6 5 2 5 3 5 4 5 0 6 4 3 6 6 2 3 6 2 4 1 5 3 5 6 3 2 3 4 4 2 4 1 4 8 2 8 4 3 5 3 1 4 6 3 4 1 7 3 5 4 2 6 4 3 6 5 2 6 6 2 4 2 4 5 6 4 2 6 5 3 5 2 1 7 7 4 5 3 5 5 2 0 3 5 5 3 5 4 5 5 1 4 4 3 3 5 6 4 3 5 2 3 2 3 5 5 6 5 4 4 6 4 1 5 4 2 2 4 4 3 3 4 7 3 7 6 2 5 5 1 6 1 6 2 3 5 6 4 6 3 4 3 3 7 2 5 1 5 3 3 3 5 4 8 3 4 1 5 3 4 7 1 4 7 2 1 3 6 5 1 7 5 7 3 1 4 3 3 4 3 6 4 0 10 4 5 0 6 6 6 4 4 4 4 6 5 1 4 0 6 4 6 5 6 1 6 2 3 6 8 6 4 4 1 3 3 3 7 5 5 6 3 5 5 4 5 5 2 4 5 5 1 4 7 4 3 7 4 3 2 6 5 4 3 2 5 7 7 5 4 6 3 1 2 6 5 6 4 6 4 5 2 4 6 4 6 2 3 5 5 6 2 5 5 6 5 5 3 4 5 2 3 5 7 4 6 2 2 4 6 2 4 10 4 2 4 5 6 3 4 5 6 2 2 4 3 7 4 3 3 4 6 4 6 7 6 4 3 5 8 0 4 4 7 3 3 3 5 5 4 3 3 5 6 7 3 2 2 4 5 3 8 7 5 5 1 4 4 4 5 4 4 4 1 6 1 2 6 8 8 2 4 7 3 3 1 2 5 2 4 5 6 8 5 4 10 4 4 8 3 4 1 3 6 5 7 3 6 8 5 4 6 7 6 7 7 4 5 5 4 2 6 6 3 3 1 5 6 11 6 7 3 3 4 8 7 5 6 3 9 5 1 6 6 6 2 3 5 6 5 6 5 8 4 3 11 13 4 5 5 7 2 3 3 6 5 3 4 8 6 7 11 7 1 7 11 9 5 5 5 4 2 7 6 3 3 6 6 4 15 8 3 3 10 8 6 4 10 3 2 2 8 2 2 5 6 2 9 11 10 5 6 9 8 5 3 3 6 4 4 1 2 10 5 5 8 11 6 7 5 5 9 9 10 5 5 5 2 2 3 1 6 7 8 8 11 10 4 8 6 6 7 2 5 5 6 4 2 11 5 4 21 10 7 8 9 8 6 7 2 2 2 7 9 9 14 7 4 5 6 7 5 3 7 5 5 5 3 5 5 6 6 2 3 12 4 11 11 3 6 3 5 5 8 6 3 6 5 3 2 2 5 10 2 8 8 3 11 4 6 6 8 5 4 7 2 1 9 3 4 3 9 5 3 5 5 13 8 4 5 6 5 1 4 6 11 4 3 5 3 4 4 9 6 6 7 3 5 9 5 3 8 6 5 8 5 5 5 4 7 3 3 7 7 3 7 6 5 6 7 6 5 6 6 8 4 7 2 6 5 4 4 8 3 4 3 6 9 8 7 7 6 4 5 4 10 6 4 8 3 4 4 2 4 5 7 9 6 7 5 11 4 2 8 7 10 6 6 5 2 4 3 6 2 3 9 7 6 12 7 5 12 14 8 3 6 7 5 4 15 13 11 14 13 6 5 2 4 14 11 17 11 11 14 4 5 6 1 9 6 12 11 16 11 16 6 5 4 4 2 10 8 13 20 21 13 5 4 2
335 4 969491 5990 3147 2223 1808 1569 1430 1229 1088 986 902 816 773 634 607 508 451 461 443 413 368 368 317 297 287 250 180 153 115 88 68 58 64 60 81 81 100 80 94 60 56 55 46 36 20 13 20 24 29 28 27 22 43 22 15 18 22 28 28 37 38 52 46 29 35 37 29 20 14 7 17 17 19 26 21 19 18 23 13 12 12 20 36 31 29 34 26 19 12 14 8 10 8 6 6 4 2 1 4 8 14 12 7 3 4 8 7 10 6 12 10 6 3 8 5 5 7 8 11 20 14 15 6 2 1 13 16 14 5 11 20 19 21 23 35 47 35 19 7 3
335 5 998454 1237 152 92 49 13 4
335 6 958557 6221 3259 2485 2162 2030 1828 1667 1618 1538 1521 1400 1286 1199 1143 953 775 571 615 730 677 582 500 441 402 510 732 298 194 146 158 135 104 80 74 77 109 108 98 111 132 124 119 142 161 92 43 45 31 25 23 32 26 23 23 28 35 32 24 25 37 21 23 34 52 50 34 31 33 50 36 39 51 47 49 35 19 35 39 43 38 41 40 50 47 38 32 25 22 17 17 17 13 10 8 15 13 20 14 8 13 6 13 21 16 18 18 15 8 17 12 25 13 18 12 9 9 14 23 10 24 22 15 15 10 9 16 20 19 11 11 9 6 2
335 7 988763 2794 385 149 86 71 59 36 52 51 38 35 45 40 28 33 39 40 31 38 35 44 37 56 41 51 49 33 31 27 38 29 29 32 40 23 32 21 46 39 38 33 44 28 39 36 30 35 47 33 29 25 28 39 31 34 45 35 45 37 33 30 35 41 38 34 34 20 55 31 35 35 41 31 49 41 38 29 43 55 72 68 36 67 128 70 37 37 48 54 51 80 91 98 100 83 82 115 173 175 47 18 14 18 16 13 18 15 12 22 17 24 21 17 9 19 18 12 13 11 5 14 7 10 12 9 10 12 13 8 11 12 8 6 5 13 14 14 9 8 9 12 12 14 16 13 8 9 9 6 11 12 12 22 9 9 6 19 15 11 9 9 14 12 11 7 11 15 10 11 9 11 12 13 17 15 10 8 11 6 18 19 13 21 10 4 14 19 19 9 11 12 11 17 14 11 8 12 17 10 7 24 11 9 18 16 8 13 17 16 10 14 21 13 11 20 18 16 8 15 10 17 11 25 21 17 6 11 17 22 14 24 17 11 21 25 22 21 9 21 31 35 20 19 40 36 42 51 28 36 38 33 33 23 50 42 82 86 40 17 31 13 22 18 19 23 34 29 25 20 26 51 36 63 52 64 68 43 7
335 8 997977 1904 111 9
335 9 967372 6541 2862 2159 1970 1833 1651 1405 1173 1097 995 737 606 506 447 406 368 375 363 352 357 364 330 314 274 246 259 258 244 219 167 184 161 162 143 92 124 117 95 127 99 125 120 104 107 110 110 66 45 48 50 44 50 36 35 25 24 46 38 33 28 31 34 35 37 49 38 40 49 35 50 31 19 14 13 9 20 20 24 34 32 36 27 26 21 18 14 7 5 2 4 3 1 3 2 6 5 7 11 9 14 12 6 15 15 11 8 6 3 2 1 1 4 6 14 6 11 21 31 30 26 24 12 13 20 18 18 10 9 5 3 2 4 1
335 10 986459 6588 1074 269 202 160 97 82 79 149 161 129 160 160 140 94 94 104 109 112 86 93 77 119 101 82 79 119 98 78 100 94 116 115 111 128 86 45 45 54 24 37 47 55 58 80 137 107 112 116 97 119 100 29 25 10 8 9 3 10 8 6 12 10 5 4 10 6 9 17 11 5 6 10 7 9 10 12 8 4 11 4 7 14 9 8 6 6 12 9 9 10 8 7 8 10 15 12 3 8 6 11 8 6 8 8 13 8 10 8 12 12 12 4 8 7 6 7 15 14 11 8 8 10 5
335 11 996152 2056 309 142 147 162 132 61 58 38 40 57 72 52 79 93 114 117 42 15 11 12 8 3 20 8 1
335 12 991578 4371 820 305 160 80 77 72 65 38 48 35 28 29 10 45 34 22 31 24 26 45 49 21 42 27 42 33 19 30 31 26 19 21 14 11 10 15 10 8 13 13 5 8 8 14 7 14 17 9 5 11 10 11 11 13 5 8 17 5 7 5 13 16 16 21 10 10 11 13 10 7 9 15 9 10 14 29 16 11 12 5 7 19 14 12 8 15 16 19 15 4 13 16 22 16 21 13 24 24 2 11 14 14 17 29 33 27 19 18 34 42 51 49 30 24 20 44 61 42 114 134 40 10
335 13 988460 5693 508 77 47 34 43 37 38 35 21 47 45 35 38 62 89 131 111 118 83 85 112 91 115 88 98 90 94 101 91 73 124 100 137 89 111 139 131 122 73 36 28 37 27 27 25 30 21 37 31 25 31 31 28 39 31 25 22 28 36 30 27 35 33 34 35 25 20 26 25 47 39 35 39 50 54 39 28 30 38 46 60 50 57 52 42 23 48 72 59 51 45 62 28 15 18 6 10 8 5 11 13 16 10 9 13 10 0 6 15 20 14 6 1
335 14 959240 4039 2335 2075 1946 1923 1861 1644 1305 1181 946 960 923 802 749 657 567 584 682 644 655 618 622 626 531 500 511 454 394 241 223 189 180 127 143 165 143 139 140 150 118 136 143 145 112 103 114 116 107 117 100 106 87 116 123 127 128 117 167 114 107 103 101 93 61 57 55 38 38 46 38 35 32 29 34 33 30 35 38 31 41 47 44 48 38 27 39 33 20 29 17 25 24 29 27 26 19 32 28 40 38 59 38 30 22 27 30 20 23 28 31 24 19 11 19 9 6 16 17 13 17 17 24 28 21 19 20 18 36 14 9 17 17 18 15 27 19 16 34 34 26 26 34 32 22 34 25 13 11 4 8 10 9 3 13 6 8 6 8 12 16 6 16 15 11 9 11 5 6 4 10 7 4 8 9 9 8 12 17 9 11 17 18 8 10 4 3 10 3 8 9 4 10 14 8 11 18 10 16 16 10 10 6 3 7 7 5 13 10 10 13 11 16 15 10 9 14 9 8 8 4 6 8 9 9 7 19 10 14 8 11 14 17 12 7 6 6 13 9 12 11 13 10 8 12 12 15 6 10 5 14 15 10 9 7 16 11 7 4 18 14 16 11 6 16 13 10 13 9 13 17 8 15 16 11 19 10 12 4 17 3 9 14 17 14 21 23 16 14 10 7 10 18 14 19 19 23 21 16 14 14 16 17 14 18 25 10 25 25 25 20 24 18 17 25 32 30 26 32 30 34 38 36 25 33 35 34 31 40 39 30 31 32 22 32 25 30 24 23 22 21 24 17 19 11 24 20 17 19 18 18 18 15 12 16 10 1 6 7 2
335 15 997584 1910 250 56 36 43 42 34 38 6 2
335 16 995593 2865 299 51 42 48 22 24 19 44 44 30 21 42 33 33 27 35 33 18 26 36 39 38 33 24 42 31 46 17 30 19 12 29 19 15 10 47 26 21 16 37 26 22 14 3
335 17 994858 4673 443 23 4
335 18 993737 5554 631 72 7
335 19 991966 6540 1230 225 35 4 1
335 20 993629 5699 633 40
